Ligand#;lBCUT2D_CHGHI;lBCUT2D_CHGLO;lBCUT2D_LOGPHI;lBCUT2D_LOGPLOW;lBCUT2D_MRHI;lBCUT2D_MRLOW;lBCUT2D_MWHI;lBCUT2D_MWLOW;lBalabanJ;lBertzCT;lChi0;lChi0n;lChi0v;lChi1;lChi1n;lChi1v;lChi2n;lChi2v;lChi3n;lChi3v;lChi4n;lChi4v;lEState_VSA1;lEState_VSA10;lEState_VSA11;lEState_VSA2;lEState_VSA3;lEState_VSA4;lEState_VSA5;lEState_VSA6;lEState_VSA7;lEState_VSA8;lEState_VSA9;lExactMolWt;lFpDensityMorgan1;lFpDensityMorgan2;lFpDensityMorgan3;lFractionCSP3;lHallKierAlpha;lHeavyAtomCount;lHeavyAtomMolWt;lIpc;lKappa1;lKappa2;lKappa3;lLabuteASA;lMaxAbsEStateIndex;lMaxAbsPartialCharge;lMaxEStateIndex;lMaxPartialCharge;lMinAbsEStateIndex;lMinAbsPartialCharge;lMinEStateIndex;lMinPartialCharge;lMolLogP;lMolMR;lMolWt;lNHOHCount;lNOCount;lNumAliphaticCarbocycles;lNumAliphaticHeterocycles;lNumAliphaticRings;lNumAromaticCarbocycles;lNumAromaticHeterocycles;lNumAromaticRings;lNumHAcceptors;lNumHDonors;lNumHeteroatoms;lNumRotatableBonds;lNumSaturatedCarbocycles;lNumSaturatedHeterocycles;lNumSaturatedRings;lNumValenceElectrons;lPEOE_VSA1;lPEOE_VSA10;lPEOE_VSA11;lPEOE_VSA12;lPEOE_VSA13;lPEOE_VSA14;lPEOE_VSA2;lPEOE_VSA3;lPEOE_VSA4;lPEOE_VSA5;lPEOE_VSA6;lPEOE_VSA7;lPEOE_VSA8;lPEOE_VSA9;lRingCount;lSMR_VSA1;lSMR_VSA10;lSMR_VSA3;lSMR_VSA4;lSMR_VSA5;lSMR_VSA6;lSMR_VSA7;lSMR_VSA9;lSlogP_VSA1;lSlogP_VSA10;lSlogP_VSA11;lSlogP_VSA12;lSlogP_VSA2;lSlogP_VSA3;lSlogP_VSA4;lSlogP_VSA5;lSlogP_VSA6;lSlogP_VSA7;lSlogP_VSA8;lTPSA;lVSA_EState1;lVSA_EState10;lVSA_EState2;lVSA_EState3;lVSA_EState4;lVSA_EState5;lVSA_EState6;lVSA_EState7;lVSA_EState8;lVSA_EState9;lfr_Ar_N;lfr_C_O;lfr_C_O_noCOO;lfr_Imine;lfr_NH0;lfr_NH1;lfr_NH2;lfr_Ndealkylation2;lfr_alkyl_halide;lfr_allylic_oxid;lfr_amide;lfr_aniline;lfr_aryl_methyl;lfr_benzene;lfr_bicyclic;lfr_ether;lfr_furan;lfr_halogen;lfr_methoxy;lfr_morpholine;lfr_para_hydroxylation;lfr_piperdine;lfr_pyridine;lfr_sulfide;lfr_sulfonamd;lfr_unbrch_alkane;lqed
L17;2.229341071;-2.269611093;2.486696281;-2.17856968;7.742898939;1.642167503;31.13892854;9.911749046;1.369621727;2048.024782;32.12453433;26.36963581;28.15849019;23.83163248;16.21044294;18.89372451;11.65514166;15.50958716;8.630127586;12.81730758;6.373610313;10.22187653;16.14462839;0;0;0;0;11.37477255;53.88995943;0;0;204.2983363;0;652.2197223;0.270833333;0.5625;0.895833333;0;-5.26;48;618.446;2.28075E+11;30.09732136;13.84408902;6.095335673;284.2917171;4.121773139;0.356445577;4.121773139;0.052249558;0.897300004;0.052249558;-0.897300004;-0.356445577;10.5796;212.2794;652.718;2;2;0;0;0;8;0;8;2;2;4;9;0;0;0;230;10.17459013;0;0;0;0;0;0;0;0;0;181.9910121;33.67763099;43.71983512;16.14462839;8;0;70.28245739;0;0;0;10.17459013;194.1237462;11.12690298;31.39274971;11.37477255;0;16.14462839;0;0;0;0;194.1237462;0;32.67179984;24.06;0;0;0;18.25706351;4.663899807;0;70.02178483;0;0;-1.794600007;0;0;0;0;0;2;0;0;0;0;0;2;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0.151711892
L32;2.274744553;-2.281253966;2.451389528;-2.257784981;7.804796107;1.717029034;31.13289597;9.934795021;1.528483741;2002.785661;30.71032077;25.36963581;27.15849019;22.86530598;15.71044294;18.39372451;11.37466542;15.74550869;8.603434962;13.57056304;6.580977167;11.52998133;15.84317618;0;0;0;0;0;64.49903922;0;0;194.1237462;0;622.1979243;0.239130435;0.52173913;0.847826087;0;-4.86;46;590.432;87689407603;28.6026882;12.86353286;5.35214591;273.079574;2.418872932;0.062222468;2.418872932;-0.000883552;0.851961457;0.000883552;-0.851961457;-0.062222468;9.1764;204.302;622.688;0;0;0;0;0;8;0;8;0;0;2;7;0;0;0;218;0;0;0;0;0;0;0;0;0;0;194.1237462;80.3422154;0;0;8;0;69.21531242;0;0;0;0;194.1237462;11.12690298;31.82723938;0;0;15.84317618;0;0;0;0;194.1237462;0;32.67179984;0;0;0;0;13.33069312;2.700147182;0;71.82123076;0;0;-1.703922914;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0.155601811
L33;2.446820465;-2.305959569;2.525773243;-2.297864344;7.804946912;-0.144136136;31.13290373;10.01884625;2.002050145;2708.617792;58.84384155;38.83617201;40.62502639;35.50143332;20.81430851;23.49759009;16.17470746;20.54555073;11.07528769;15.84269823;7.690181542;12.94851332;199.9788342;105.3699611;0;48.53093655;26.35232922;26.35232922;0;0;0;0;18.94745182;1186.10796;0.243589744;0.423076923;0.564102564;0.25;-6.3;78;1158.424;6.22965E+15;60.92103252;21.06217299;13.22765519;424.5225809;14.66397246;0.496599348;14.66397246;0.415948236;0.105303629;0.415948236;-5.806044633;-0.496599348;15.0548;235.514;1186.648;0;4;0;0;0;6;0;6;4;0;30;11;0;0;0;422;18.94745182;22.99804733;0;0;0;49.41038814;0;0;105.3699611;0;0;121.9904747;33.86871691;72.9468021;6;124.317413;47.67041556;0;0;49.41038814;28.43919017;141.569485;34.12495032;50.77469119;105.3699611;22.99804733;15.84317618;28.43919017;49.41038814;0;44.50761193;97.0618731;0;11.12690298;36.92;373.4525872;0;0;-7.691674554;-19.81204023;-3.076975316;-0.051711277;-46.44835707;0;-4.890347268;0;0;0;0;0;0;0;0;24;0;0;0;0;6;0;4;0;24;4;0;0;0;0;0;0;0;0.095692284
L34;2.278395242;-2.28390299;2.454151012;-2.260031835;7.804838916;1.485281385;31.13289661;9.934780765;1.514838823;2172.505636;34.19129472;29.06023473;30.84908911;24.44069338;17.35317735;20.03645892;13.37466542;17.74550869;9.714546073;14.68167415;7.048054617;11.9048132;15.84317618;0;0;0;0;0;86.75284519;0;0;197.5532267;0;678.2605245;0.28;0.56;0.86;0.083333333;-4.86;50;638.476;3.55414E+11;32.35073549;13.80490242;6.201952253;298.5393424;2.439145041;0.061628986;2.439145041;-0.000883552;0.885373014;0.000883552;-0.885373014;-0.061628986;10.41008;223.25;678.796;0;0;0;0;0;8;0;8;0;0;2;7;0;0;0;242;0;0;0;0;0;0;0;0;0;0;192.1120839;108.0371642;0;0;8;0;69.21531242;0;0;27.6949488;0;192.1120839;11.12690298;31.82723938;0;0;15.84317618;0;0;27.6949488;22.25380597;169.8582779;0;32.67179984;0;0;0;0;13.39993467;7.838742357;0;64.62382747;0;8.723056347;-1.770746027;0;0;0;0;0;0;0;0;0;0;0;0;4;8;2;0;0;0;0;0;0;0;0;0;0;0;0.147277239
L35;2.287708051;-2.291685591;2.460603614;-2.268033212;7.805069881;1.398258676;31.13289735;9.934738303;1.559233588;2344.565561;37.67226867;32.75083365;34.53968803;26.01608078;18.99591176;21.67919333;15.4161173;19.78696058;10.40445942;15.21181346;8.591687784;14.3214679;15.84317618;0;0;0;0;0;109.0066512;0;0;200.9827072;0;734.3231248;0.277777778;0.537037037;0.814814815;0.153846154;-4.86;54;686.52;1.22014E+12;36.13287407;14.7576753;7.070165289;323.9991109;2.472370874;0.061628986;2.472370874;-0.000883547;0.937352404;0.000883547;-0.937352404;-0.061628986;11.64376;242.198;734.904;0;0;0;0;0;8;0;8;0;0;2;7;0;0;0;266;0;0;0;0;0;0;0;0;0;0;190.1004216;135.732113;0;0;8;0;69.21531242;0;0;55.3898976;0;190.1004216;11.12690298;31.82723938;0;0;15.84317618;0;0;55.3898976;44.50761193;145.5928096;0;32.67179984;0;0;0;0;13.58000895;13.20084659;0;56.60309819;0;17.97223256;-1.874704807;0;0;0;0;0;0;0;0;0;0;0;0;8;8;2;0;0;0;0;0;0;0;0;0;0;0;0.143074315
L36;2.311799848;-2.328532714;2.461554746;-2.287329318;7.804364083;0.682187807;31.13289601;9.80713437;1.479720274;1708.202812;30.71032077;26.4076879;28.19654228;22.86530598;16.96995596;19.65323754;12.62196168;16.99280496;9.811004753;14.77813283;7.724560694;12.70257929;15.84317618;0;0;0;0;0;83.19381236;33.38070895;0;145.5928096;0;630.2605245;0.304347826;0.608695652;0.934782609;0.181818182;-3.82;46;590.432;87689407603;29.57346494;13.49831253;5.682900989;276.6241195;2.546121373;0.062222468;2.546121373;-0.005594988;0.751870046;0.005594988;-0.751870046;-0.062222468;8.6276;202.574;630.752;0;0;2;0;2;6;0;6;0;0;2;7;0;0;0;226;0;0;0;0;0;0;0;0;0;0;145.5928096;132.4176975;0;0;8;0;47.67041556;0;0;51.36657298;0;167.8466156;11.12690298;31.82723938;0;0;15.84317618;0;25.68328649;0;47.93709246;145.5928096;0;11.12690298;0;0;0;0;8.787461621;9.542082231;0;55.48181845;9.840525933;0;-1.503740091;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0.155050475
L37;2.349195114;-2.272600898;2.528917039;-2.258242252;7.804483094;0.172642586;31.13289589;10.01808492;1.462553984;1694.697338;29.2961072;23.79804038;25.58689476;21.86530598;14.52693952;17.21022109;10.39996688;14.77081016;7.823901419;12.79102949;5.942609695;10.8538015;15.84317618;0;0;13.58588461;0;34.12495032;31.82723938;0;0;145.5928096;18.94745182;610.1462826;0.340909091;0.659090909;0.977272727;0.052631579;-4.62;44;582.362;42368582760;26.966474;11.81194867;4.81349043;258.8886478;6.351510981;0.453569489;6.351510981;0.230835501;0.174834843;0.230835501;-0.968450025;-0.453569489;6.3274;181.536;610.586;0;4;0;2;2;6;0;6;4;0;6;7;0;0;0;214;18.94745182;0;22.99804733;13.58588461;0;0;0;0;0;0;121.3273414;71.93588384;11.12690298;0;8;18.94745182;47.67041556;0;0;0;13.58588461;145.5928096;34.12495032;50.77469119;0;22.99804733;15.84317618;13.58588461;0;0;0;145.5928096;0;11.12690298;36.92;24.73097981;0;0;7.397888576;2.019499034;2.989124675;51.59788641;0;0.349669687;-1.936900049;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;4;0;0;0;0;0;0;0;0;0;0;0.198278875
L38;2.355839672;-2.28392374;2.533374801;-2.268380095;7.804756082;0.172642585;31.13289727;10.01788171;1.498499745;2028.413343;36.25805511;31.17923822;32.9680926;25.01608078;17.81240834;20.49568991;14.44141876;18.81226204;9.624925875;14.43227992;7.953320312;13.64528807;15.84317618;0;0;13.58588461;0;34.12495032;76.33485131;0;0;152.4517707;18.94745182;722.2714831;0.346153846;0.615384615;0.884615385;0.217391304;-4.62;52;678.45;5.89833E+11;34.46498855;13.73839332;6.487104246;309.8081847;6.522879294;0.453569489;6.522879294;0.230835501;0.168100156;0.230835501;-1.053840971;-0.453569489;8.79476;219.432;722.802;0;4;0;2;2;6;0;6;4;0;6;7;0;0;0;262;18.94745182;0;22.99804733;13.58588461;0;0;0;0;0;0;117.3040168;127.3257814;11.12690298;0;8;18.94745182;47.67041556;0;0;55.3898976;13.58588461;141.569485;34.12495032;50.77469119;0;22.99804733;15.84317618;13.58588461;0;55.3898976;44.50761193;97.0618731;0;11.12690298;36.92;25.35247847;0;0;7.610704445;12.05449009;3.025624633;36.65169676;0;17.89416902;-2.107681942;0;0;0;0;0;0;0;0;0;0;0;0;8;6;2;4;0;0;0;0;0;0;0;0;0;0;0.154567769
L39;2.410637486;-2.351145741;2.56527921;-2.312048728;7.804986122;0.172642579;31.13290263;9.791923493;1.670281742;2937.313871;62.56745619;56.50283031;58.29168469;38.56878033;29.95249701;32.63577858;31.35432724;35.72517052;16.37449328;21.18184732;11.94164506;17.03732803;15.84317618;0;0;56.90580837;22.99804733;89.24164204;21.21815958;0;28.43919017;238.9660976;37.89490363;1178.689343;0.285714286;0.476190476;0.642857143;0.513513514;-5.42;84;1078.754;3.00E+18;64.57538598;22.38016471;12.30092794;508.4807448;6.979200502;0.49614282;6.979200502;0.230835501;0.070119177;0.230835501;-1.496501567;-0.49614282;16.7418;357.344;1179.554;0;8;0;2;2;6;0;6;8;0;10;11;0;0;0;454;37.89490363;22.99804733;22.99804733;13.58588461;0;0;0;0;0;0;166.1696928;163.7867441;55.63451492;28.43919017;8;37.89490363;47.67041556;0;0;209.4896165;42.02507478;117.3040168;57.12299765;69.72214301;0;45.99609467;15.84317618;42.02507478;43.31992376;0;210.6773047;72.79640482;0;11.12690298;73.84;53.10368979;0;0;6.977210237;8.786893204;6.419682285;28.38829204;0;55.1869564;4.285424194;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;8;0;0;4;0;0;0;0;0;0;0;0.118842723
L41;2.387899104;-2.352879078;2.529787159;-2.313035004;7.804929241;0.381281946;31.13290218;9.791924799;2.007057226;2758.487263;61.99854208;56.4268207;58.21567508;37.49983065;29.37271143;32.055993;30.67617489;35.04701817;15.7882626;20.59561664;11.41630013;16.55234053;15.84317618;0;0;43.31992376;0;56.23305378;65.72577152;0;42.65878525;251.0988318;28.42117772;1150.730814;0.243902439;0.414634146;0.548780488;0.513513514;-5.02;82;1046.756;5.93E+16;66.12423448;23.44505812;13.40285335;500.2653166;6.797700124;0.49614282;6.797700124;0.12701326;0.259296238;0.12701326;-1.426291606;-0.49614282;17.3016;358.202;1151.588;0;6;0;0;0;6;0;6;6;0;8;13;0;0;0;446;28.42117772;34.497071;0;0;0;0;0;0;0;0;190.4351611;151.65401;55.63451492;42.65878525;6;28.42117772;47.67041556;0;0;209.4896165;42.65878525;129.4367509;45.62397398;60.2484171;0;34.497071;15.84317618;42.65878525;43.31992376;0;210.6773047;84.92913896;0;11.12690298;55.38;39.62056904;0;0;7.217546594;9.304365231;5.302390279;33.01287708;0;55.26561612;8.09145048;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;6;0;0;0;0;0;0;0;0.107446333
L42;2.301263294;-2.290570183;2.471313393;-2.270523293;7.804699913;0.410590865;31.13289682;10.02824924;1.749861024;1858.135965;35.68914101;31.10322862;32.892083;23.9471311;17.23262276;19.91590433;13.76326641;18.13410969;9.038695195;13.84604924;7.427975374;13.16030058;15.84317618;0;0;0;0;22.62592665;76.33485131;14.21959508;0;164.5845048;9.473725908;694.312954;0.34;0.58;0.8;0.217391304;-4.22;50;646.452;93327584584;35.60070298;14.946049;7.43926424;301.5927565;6.341378916;0.496086241;6.341378916;0.12701326;0.852125535;0.12701326;-0.983631011;-0.496086241;9.35456;220.29;694.836;0;2;0;0;0;6;0;6;2;0;4;9;0;0;0;254;9.473725908;11.49902367;0;0;0;0;0;0;0;0;141.569485;115.1930473;11.12690298;14.21959508;6;9.473725908;47.67041556;0;0;55.3898976;14.21959508;153.7022192;22.62592665;41.30096529;0;11.49902367;15.84317618;14.21959508;0;55.3898976;44.50761193;109.1946072;0;11.12690298;18.46;12.68275783;0;0;7.851040802;12.37584812;1.704251071;41.26526387;0;17.64449593;1.624490519;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;2;0;0;2;0;0;0;0;0;0;0;0.140575588
L43;2.34437988;-2.335121791;2.511265223;-2.294163862;7.804935241;0.410590812;31.13290142;9.917257608;1.945402971;2577.909544;58.09831819;53.20148408;54.99033846;36.58541575;28.94236302;31.62564459;25.08625533;29.45709861;15.59239594;20.39974999;11.86660403;17.08253145;15.84317618;0;0;0;47.34324837;22.62592665;99.08439641;0;14.21959508;271.6899489;9.473725908;1090.732152;0.294871795;0.474358974;0.615384615;0.485714286;-5.02;78;990.744;1.88E+16;62.18148392;25.61745035;12.46679901;477.3907019;6.781084898;0.496086241;6.781084898;0.12701326;0.301031548;0.12701326;-1.251994748;-0.496086241;16.1384;352.414;1091.544;0;6;0;0;0;6;0;6;6;0;8;21;0;0;0;422;29.07336483;11.49902367;0;0;0;0;0;0;0;0;135.0452635;200.1849465;90.25782394;14.21959508;6;9.473725908;70.41996066;0;0;158.1230436;90.20060987;129.4367509;22.62592665;60.90060421;22.7495451;11.49902367;15.84317618;70.60097094;0;0;202.6306555;84.92913896;0;11.12690298;31.42;13.5621698;0;9.379620018;7.921536274;18.56419364;4.101298221;34.26348752;0;37.76885044;18.92032556;0;0;0;0;4;0;0;0;0;0;0;4;0;6;0;2;0;0;2;0;0;0;0;0;0;0;0.066793182
L44;2.325894719;-2.246103566;2.465036485;-2.249227294;7.797202755;0.410579664;31.13295124;10.0286944;1.671873082;1396.501638;25.89876598;20.73622178;22.52507616;18.7963563;11.88509236;14.56837393;8.184771164;12.25311563;6.08627428;10.57625577;4.535083335;8.886343797;15.84317618;0;0;0;11.49902367;43.74132607;0;39.27224707;72.79640482;12.13273414;27.14232966;542.1048117;0.447368421;0.789473684;1.052631579;0.066666667;-3.98;38;518.272;1211289138;24.36205487;10.78781562;4.364550875;221.8505367;5.994874076;0.496086209;5.994874076;0.137173681;0.715464853;0.137173681;-1.185855805;-0.496086209;5.2592;151.458;542.464;0;6;0;0;0;2;4;6;6;0;8;9;0;0;0;190;27.14232966;33.50436696;0;0;0;0;0;0;0;0;24.26546827;60.66367068;21.73598278;55.11542325;6;27.14232966;48.45759927;0;0;0;14.21959508;109.9817909;22.62592665;42.08814899;0;11.49902367;15.84317618;14.21959508;0;0;0;127.6503947;0;11.12690298;71.02;35.83421582;0;0;2.034888511;5.097115352;1.430929705;27.66688817;6.758148878;0;0.992628379;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;4;0;2;0;0;0;0;0;0;0;0.23236726
L45;2.293083021;-2.28291948;2.465585779;-2.262823963;7.804469722;0.410590898;31.13289608;10.02843501;1.684548207;1692.430697;32.20816706;27.41262969;29.20148408;22.3717437;15.58988835;18.27316992;11.72181453;16.09265781;8.348781851;13.31590992;5.884342208;10.74364588;15.84317618;0;0;0;0;22.62592665;54.08104534;14.21959508;0;161.1550243;9.473725908;638.2503538;0.347826087;0.608695652;0.847826087;0.142857143;-4.22;46;598.408;27253981055;31.74990598;14.04667875;6.521248095;276.1329881;6.239701111;0.496086241;6.239701111;0.12701326;0.845125556;0.12701326;-0.931651621;-0.496086241;8.12088;201.342;638.728;0;2;0;0;0;6;0;6;2;0;4;9;0;0;0;230;9.473725908;11.49902367;0;0;0;0;0;0;0;0;143.5811473;87.4980985;11.12690298;14.21959508;6;9.473725908;47.67041556;0;0;27.6949488;14.21959508;155.7138815;22.62592665;41.30096529;0;11.49902367;15.84317618;14.21959508;0;27.6949488;22.25380597;133.4600755;0;11.12690298;18.46;12.47940222;0;0;7.694524859;7.196449648;1.690251113;49.13852325;0;8.589116953;1.693213439;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;2;0;0;2;0;0;0;0;0;0;0;0.149061134
L46;2.350802665;-2.335090992;2.496655808;-2.305091634;7.804844045;0.410590641;31.1329007;9.805280507;1.91948569;2498.08907;55.68914101;51.10322862;52.892083;33.63773002;27.23262276;29.91590433;29.45386534;33.82470861;14.81219789;19.61955193;9.534198731;14.75012615;15.84317618;0;0;43.31992376;0;22.62592665;76.33485131;0;14.21959508;275.3643;9.473725908;1030.688556;0.256756757;0.432432432;0.581081081;0.485714286;-4.22;74;934.716;9.93053E+14;59.03157715;20.62359368;13.1209505;454.3513673;6.737176283;0.496086241;6.737176283;0.12701326;0.07866714;0.12701326;-1.234100351;-0.496086241;17.2672;331.994;1031.484;0;2;0;0;0;6;0;6;2;0;4;9;0;0;0;398;9.473725908;11.49902367;0;0;0;0;0;0;0;0;263.2315659;147.6306854;11.12690298;14.21959508;6;9.473725908;47.67041556;0;0;209.4896165;14.21959508;153.7022192;22.62592665;41.30096529;0;11.49902367;15.84317618;14.21959508;43.31992376;0;210.6773047;109.1946072;0;11.12690298;18.46;13.47435257;0;0;7.89498004;12.37377132;1.693309713;43.84532023;0;56.63327567;1.233138616;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;2;0;0;0;0;0;0;0;0.134402885
L47;2.335793753;-2.295826942;2.519847366;-2.270200191;7.805013517;0.324533314;31.13289998;10.02842712;1.833136214;2244.669454;47.65539633;39.69280703;41.48166141;32.11327015;20.27169091;22.95497248;13.91377314;18.28461642;10.81085419;15.61820824;7.894387908;12.93566756;15.84317618;0;0;0;80.49316567;42.95414236;0;99.53716558;72.79640482;12.13273414;66.31608135;942.3145297;0.242424242;0.439393939;0.606060606;0.28;-6.62;66;886.484;3.05776E+14;48.82771825;22.04334203;9.125039064;388.4150677;6.37741546;0.496086241;6.37741546;0.202802207;0.44704641;0.202802207;-1.609312046;-0.496086241;6.9904;261.018;942.932;0;14;0;0;0;6;0;6;14;0;16;21;0;0;0;350;66.31608135;11.49902367;45.99609467;22.99804733;0;0;0;0;0;0;24.26546827;108.3340862;11.12690298;99.53716558;6;66.31608135;47.67041556;0;0;0;99.53716558;84.92913896;91.62006865;98.14332073;0;80.49316567;15.84317618;99.53716558;0;0;0;84.92913896;0;11.12690298;129.22;83.61733385;0;0;5.131231526;1.515644264;6.742865487;27.67860371;0;0;19.12913598;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;14;0;0;14;0;0;0;0;0;0;0;0.068802414
L48;2.310178637;-2.289378645;2.486825043;-2.26482995;7.804561242;0.391828625;31.1328962;10.01922131;1.76062381;1662.760953;31.88189364;26.38382681;28.1726812;22.6600596;14.99326602;17.67654759;10.4605841;14.83142738;7.810349089;12.73753366;5.728041843;10.72199545;15.84317618;0;0;0;0;44.73403011;21.21815958;28.43919017;12.13273414;133.4600755;18.94745182;642.2088829;0.347826087;0.630434783;0.869565217;0.1;-4.62;46;606.384;39552736112;31.36617975;14.64967216;6.376333392;273.6301943;6.257831843;0.496599348;6.257831843;0.130709308;0.717131887;0.130709308;-1.042697488;-0.496599348;6.9044;195.498;642.672;0;4;0;0;0;6;0;6;4;0;6;11;0;0;0;230;18.94745182;22.99804733;0;0;0;0;0;0;0;0;121.3273414;49.19406991;33.86871691;28.43919017;6;18.94745182;47.67041556;0;0;0;28.43919017;145.5928096;34.12495032;50.77469119;0;22.99804733;15.84317618;28.43919017;0;0;0;145.5928096;0;11.12690298;36.92;24.32112518;0;0;7.129121359;1.964782481;2.90162265;51.06129991;0;0;4.770196574;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;4;0;0;4;0;0;0;0;0;0;0;0.14419025
L49;2.320043182;-2.298401585;2.493697368;-2.274204772;7.804834392;0.391828568;31.13289758;10.01901151;1.828435159;1995.506558;38.84384155;33.76502466;35.55387904;25.8108344;18.27873484;20.96201641;14.50203598;18.87287926;9.611373545;14.37878408;7.738752459;13.51348201;15.84317618;0;0;0;0;44.73403011;65.72577152;28.43919017;12.13273414;140.3190366;18.94745182;754.3340834;0.296296296;0.537037037;0.740740741;0.25;-4.62;54;702.472;5.50145E+11;39.0844862;16.39912234;8.215653567;324.5497312;6.429200155;0.496599348;6.429200155;0.130709308;0.727881866;0.130709308;-1.128088435;-0.496599348;9.37176;233.394;754.888;0;4;0;0;0;6;0;6;4;0;6;11;0;0;0;278;18.94745182;22.99804733;0;0;0;0;0;0;0;0;117.3040168;104.5839675;33.86871691;28.43919017;6;18.94745182;47.67041556;0;0;55.3898976;28.43919017;141.569485;34.12495032;50.77469119;0;22.99804733;15.84317618;28.43919017;0;55.3898976;44.50761193;97.0618731;0;11.12690298;36.92;24.95904852;0;0;7.341937229;11.84280829;2.940505809;36.21001846;0;17.47671969;4.710443488;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;4;0;0;4;0;0;0;0;0;0;0;0.12369662
L50;2.396064802;-2.354889545;2.542486525;-2.314772581;7.805064786;0.381279437;31.13290295;9.791923214;2.088811356;2902.534871;65.15324262;59.08861674;60.87747113;39.36353395;30.4188235;33.10210508;31.41494446;35.78578774;16.36094095;21.12835149;11.72707721;16.90552197;15.84317618;0;0;43.31992376;22.99804733;110.4598016;0;28.43919017;40.5719243;226.8333635;37.89490363;1210.751944;0.220930233;0.395348837;0.523255814;0.526315789;-5.42;86;1102.776;5.53E+19;69.67718047;24.86456729;14.18747697;523.2222913;6.885521364;0.496599348;6.885521364;0.130709308;0.306673732;0.130709308;-1.57074903;-0.496599348;17.3188;371.306;1211.64;0;8;0;0;0;6;0;6;8;0;10;15;0;0;0;470;37.89490363;45.99609467;0;0;0;0;0;0;0;0;166.1696928;141.0449302;78.37632885;56.87838033;6;37.89490363;47.67041556;0;0;209.4896165;56.87838033;117.3040168;57.12299765;69.72214301;0;45.99609467;15.84317618;56.87838033;43.31992376;0;210.6773047;72.79640482;0;11.12690298;73.84;52.79745659;0;0;6.70844302;8.392305457;6.26599847;27.98207113;0;54.84691935;11.15495412;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;8;0;0;8;0;0;0;0;0;0;0;0.09419305
